Namespace(active_random=0, batch_size=100, batch_size_test=10, dataset='mini_imagenet', dataset_root='datasets', dec_lr=15000, decay_interval=10000, exp_name='minimagenet_N5_S5', iterations=8000, log_interval=20, lr=0.001, metric_network='gnn_iclr_nl', momentum=0.5, no_cuda=False, save_interval=300000, seed=1, test_N_shots=1, test_N_way=5, test_interval=2000, test_samples=30000, train_N_shots=1, train_N_way=5, unlabeled_extra=0)
Using GPU : 0 from 4 devices
Batch size: 100
Initiallize new Network Weights for enc_nn
Initiallize new Network Weights for metric_nn
EmbeddingImagenet(
  (conv1): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv2): Conv2d(64, 96, kernel_size=(3, 3), stride=(1, 1), bias=False)
  (bn2): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv3): Conv2d(96, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (drop_3): Dropout2d(p=0.4)
  (conv4): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn4): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (drop_4): Dropout2d(p=0.5)
  (fc1): Linear(in_features=6400, out_features=128, bias=True)
  (bn_fc): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)
MetricNN(
  (gnn_obj): GNN_nl(
    (layer_w0): Wcompute(
      (conv2d_1): Conv2d(133, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_1): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_2): Conv2d(192, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_2): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_3): Conv2d(192, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_3): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_4): Conv2d(96, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_4): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_last): Conv2d(96, 1, kernel_size=(1, 1), stride=(1, 1))
    )
    (layer_l0): Gconv(
      (fc): Linear(in_features=266, out_features=48, bias=True)
      (bn): BatchNorm1d(48, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (layer_w1): Wcompute(
      (conv2d_1): Conv2d(181, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_1): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_2): Conv2d(192, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_2): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_3): Conv2d(192, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_3): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_4): Conv2d(96, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_4): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_last): Conv2d(96, 1, kernel_size=(1, 1), stride=(1, 1))
    )
    (layer_l1): Gconv(
      (fc): Linear(in_features=362, out_features=48, bias=True)
      (bn): BatchNorm1d(48, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (w_comp_last): Wcompute(
      (conv2d_1): Conv2d(229, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_1): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_2): Conv2d(192, 192, kernel_size=(1, 1), stride=(1, 1))
      (bn_2): BatchNorm2d(192, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_3): Conv2d(192, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_3): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_4): Conv2d(96, 96, kernel_size=(1, 1), stride=(1, 1))
      (bn_4): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2d_last): Conv2d(96, 1, kernel_size=(1, 1), stride=(1, 1))
    )
    (layer_last): Gconv(
      (fc): Linear(in_features=458, out_features=5, bias=True)
    )
  )
)
Train Iter: 0	Loss_d_metric: 1.607520
Train Iter: 40380	Loss_d_metric: 0.597211
Train Iter: 40400	Loss_d_metric: 0.561467
Train Iter: 40420	Loss_d_metric: 0.484431
Train Iter: 40440	Loss_d_metric: 0.506893
Train Iter: 40460	Loss_d_metric: 0.526569
Train Iter: 40480	Loss_d_metric: 0.537076
Train Iter: 40500	Loss_d_metric: 0.506263
Train Iter: 40520	Loss_d_metric: 0.497235
Train Iter: 40540	Loss_d_metric: 0.548639
Train Iter: 40560	Loss_d_metric: 0.601511
Train Iter: 40580	Loss_d_metric: 0.515005
Train Iter: 40600	Loss_d_metric: 0.489866
Train Iter: 40620	Loss_d_metric: 0.539025
Train Iter: 40640	Loss_d_metric: 0.545233
Train Iter: 40660	Loss_d_metric: 0.600586
Train Iter: 40680	Loss_d_metric: 0.556295
Train Iter: 40700	Loss_d_metric: 0.480913
Train Iter: 40720	Loss_d_metric: 0.548290
Train Iter: 40740	Loss_d_metric: 0.542158
Train Iter: 40760	Loss_d_metric: 0.555297
Train Iter: 40780	Loss_d_metric: 0.552600
Train Iter: 40800	Loss_d_metric: 0.519629
Train Iter: 40820	Loss_d_metric: 0.520262
Train Iter: 40840	Loss_d_metric: 0.506907
Train Iter: 40860	Loss_d_metric: 0.524670
Train Iter: 40880	Loss_d_metric: 0.541671
Train Iter: 40900	Loss_d_metric: 0.531976
Train Iter: 40920	Loss_d_metric: 0.554708
Train Iter: 40940	Loss_d_metric: 0.530738
Train Iter: 40960	Loss_d_metric: 0.508970
Train Iter: 40980	Loss_d_metric: 0.519390
Train Iter: 41000	Loss_d_metric: 0.539857
Train Iter: 41020	Loss_d_metric: 0.515113
Train Iter: 41040	Loss_d_metric: 0.509758
Train Iter: 41060	Loss_d_metric: 0.546837
Train Iter: 41080	Loss_d_metric: 0.546600
Train Iter: 41100	Loss_d_metric: 0.540969
Train Iter: 41120	Loss_d_metric: 0.536483
Train Iter: 41140	Loss_d_metric: 0.508527
Train Iter: 41160	Loss_d_metric: 0.495263
Train Iter: 41180	Loss_d_metric: 0.493615
Train Iter: 41200	Loss_d_metric: 0.477240
Train Iter: 41220	Loss_d_metric: 0.534114
Train Iter: 41240	Loss_d_metric: 0.562304
Train Iter: 41260	Loss_d_metric: 0.558350
Train Iter: 41280	Loss_d_metric: 0.521063
Train Iter: 41300	Loss_d_metric: 0.519510
Train Iter: 41320	Loss_d_metric: 0.527755
Train Iter: 41340	Loss_d_metric: 0.516940
Train Iter: 41360	Loss_d_metric: 0.552747
Train Iter: 41380	Loss_d_metric: 0.513685
Train Iter: 41400	Loss_d_metric: 0.516500
Train Iter: 41420	Loss_d_metric: 0.552483
Train Iter: 41440	Loss_d_metric: 0.502966
Train Iter: 41460	Loss_d_metric: 0.541761
Train Iter: 41480	Loss_d_metric: 0.509092
Train Iter: 41500	Loss_d_metric: 0.463683
Train Iter: 41520	Loss_d_metric: 0.501744
Train Iter: 41540	Loss_d_metric: 0.543588
Train Iter: 41560	Loss_d_metric: 0.539753
Train Iter: 41580	Loss_d_metric: 0.557204
Train Iter: 41600	Loss_d_metric: 0.551424
Train Iter: 41620	Loss_d_metric: 0.517942
Train Iter: 41640	Loss_d_metric: 0.528343
Train Iter: 41660	Loss_d_metric: 0.544798
Train Iter: 41680	Loss_d_metric: 0.518121
Train Iter: 41700	Loss_d_metric: 0.476965
Train Iter: 41720	Loss_d_metric: 0.582977
Train Iter: 41740	Loss_d_metric: 0.512924
Train Iter: 41760	Loss_d_metric: 0.576737
Train Iter: 41780	Loss_d_metric: 0.516522
Train Iter: 41800	Loss_d_metric: 0.508508
Train Iter: 41820	Loss_d_metric: 0.531801
Train Iter: 41840	Loss_d_metric: 0.496209
Train Iter: 41860	Loss_d_metric: 0.517241
Train Iter: 41880	Loss_d_metric: 0.494395
Train Iter: 41900	Loss_d_metric: 0.492723
Train Iter: 41920	Loss_d_metric: 0.537472
Train Iter: 41940	Loss_d_metric: 0.547349
Train Iter: 41960	Loss_d_metric: 0.532792
Train Iter: 41980	Loss_d_metric: 0.556511

**** TESTING WITH val ***
676 correct from 1000 	Accuracy: 67.600%)
1314 correct from 2000 	Accuracy: 65.700%)
2003 correct from 3000 	Accuracy: 66.767%)
2648 correct from 4000 	Accuracy: 66.200%)
3306 correct from 5000 	Accuracy: 66.120%)
3941 correct from 6000 	Accuracy: 65.683%)
4597 correct from 7000 	Accuracy: 65.671%)
5227 correct from 8000 	Accuracy: 65.338%)
5900 correct from 9000 	Accuracy: 65.556%)
6549 correct from 10000 	Accuracy: 65.490%)
7189 correct from 11000 	Accuracy: 65.355%)
7843 correct from 12000 	Accuracy: 65.358%)
8522 correct from 13000 	Accuracy: 65.554%)
9176 correct from 14000 	Accuracy: 65.543%)
9827 correct from 15000 	Accuracy: 65.513%)
9827 correct from 15000 	Accuracy: 65.513%)
*** TEST FINISHED ***


**** TESTING WITH test ***
644 correct from 1000 	Accuracy: 64.400%)
1285 correct from 2000 	Accuracy: 64.250%)
1943 correct from 3000 	Accuracy: 64.767%)
2581 correct from 4000 	Accuracy: 64.525%)
3229 correct from 5000 	Accuracy: 64.580%)
3880 correct from 6000 	Accuracy: 64.667%)
4533 correct from 7000 	Accuracy: 64.757%)
5167 correct from 8000 	Accuracy: 64.588%)
5808 correct from 9000 	Accuracy: 64.533%)
6431 correct from 10000 	Accuracy: 64.310%)
7109 correct from 11000 	Accuracy: 64.627%)
7746 correct from 12000 	Accuracy: 64.550%)
8408 correct from 13000 	Accuracy: 64.677%)
9072 correct from 14000 	Accuracy: 64.800%)
9702 correct from 15000 	Accuracy: 64.680%)
9702 correct from 15000 	Accuracy: 64.680%)
*** TEST FINISHED ***


**** TESTING WITH train ***
849 correct from 1000 	Accuracy: 84.900%)
1703 correct from 2000 	Accuracy: 85.150%)
2548 correct from 3000 	Accuracy: 84.933%)
2548 correct from 3000 	Accuracy: 84.933%)
*** TEST FINISHED ***

Best test accuracy 64.6800 

Train Iter: 42000	Loss_d_metric: 0.504517
Train Iter: 42020	Loss_d_metric: 0.506104
Train Iter: 42040	Loss_d_metric: 0.542490
Train Iter: 42060	Loss_d_metric: 0.534329
Train Iter: 42080	Loss_d_metric: 0.526639
Train Iter: 42100	Loss_d_metric: 0.530497
Train Iter: 42120	Loss_d_metric: 0.495418
Train Iter: 42140	Loss_d_metric: 0.569373
Train Iter: 42160	Loss_d_metric: 0.552954
Train Iter: 42180	Loss_d_metric: 0.514532
Train Iter: 42200	Loss_d_metric: 0.479624
Train Iter: 42220	Loss_d_metric: 0.541390
Train Iter: 42240	Loss_d_metric: 0.557771
Train Iter: 42260	Loss_d_metric: 0.526669
Train Iter: 42280	Loss_d_metric: 0.554880
Train Iter: 42300	Loss_d_metric: 0.490707
Train Iter: 42320	Loss_d_metric: 0.468332
Train Iter: 42340	Loss_d_metric: 0.515130
Train Iter: 42360	Loss_d_metric: 0.536360
Train Iter: 42380	Loss_d_metric: 0.522042
Train Iter: 42400	Loss_d_metric: 0.561808
Train Iter: 42420	Loss_d_metric: 0.552045
Train Iter: 42440	Loss_d_metric: 0.519353
Train Iter: 42460	Loss_d_metric: 0.479431
Train Iter: 42480	Loss_d_metric: 0.537762
Train Iter: 42500	Loss_d_metric: 0.566690
Train Iter: 42520	Loss_d_metric: 0.504212
Train Iter: 42540	Loss_d_metric: 0.559355
Train Iter: 42560	Loss_d_metric: 0.544433
Train Iter: 42580	Loss_d_metric: 0.533413
Train Iter: 42600	Loss_d_metric: 0.544581
Train Iter: 42620	Loss_d_metric: 0.574496
Train Iter: 42640	Loss_d_metric: 0.508906
Train Iter: 42660	Loss_d_metric: 0.531824
Train Iter: 42680	Loss_d_metric: 0.569363
Train Iter: 42700	Loss_d_metric: 0.514604
Train Iter: 42720	Loss_d_metric: 0.516413
Train Iter: 42740	Loss_d_metric: 0.582414
Train Iter: 42760	Loss_d_metric: 0.550444
Train Iter: 42780	Loss_d_metric: 0.528671
Train Iter: 42800	Loss_d_metric: 0.555635
Train Iter: 42820	Loss_d_metric: 0.524621
Train Iter: 42840	Loss_d_metric: 0.500022
Train Iter: 42860	Loss_d_metric: 0.549459
Train Iter: 42880	Loss_d_metric: 0.522680
Train Iter: 42900	Loss_d_metric: 0.522293
Train Iter: 42920	Loss_d_metric: 0.560638
Train Iter: 42940	Loss_d_metric: 0.543631
Train Iter: 42960	Loss_d_metric: 0.532022
Train Iter: 42980	Loss_d_metric: 0.505321
Train Iter: 43000	Loss_d_metric: 0.505721
Train Iter: 43020	Loss_d_metric: 0.532216
Train Iter: 43040	Loss_d_metric: 0.504171
Train Iter: 43060	Loss_d_metric: 0.501022
Train Iter: 43080	Loss_d_metric: 0.511746
Train Iter: 43100	Loss_d_metric: 0.463376
Train Iter: 43120	Loss_d_metric: 0.489694
Train Iter: 43140	Loss_d_metric: 0.507724
Train Iter: 43160	Loss_d_metric: 0.504069
Train Iter: 43180	Loss_d_metric: 0.483712
Train Iter: 43200	Loss_d_metric: 0.529799
Train Iter: 43220	Loss_d_metric: 0.499497
Train Iter: 43240	Loss_d_metric: 0.518456
Train Iter: 43260	Loss_d_metric: 0.557047
Train Iter: 43280	Loss_d_metric: 0.530100
Train Iter: 43300	Loss_d_metric: 0.459597
Train Iter: 43320	Loss_d_metric: 0.506046
Train Iter: 43340	Loss_d_metric: 0.517455
Train Iter: 43360	Loss_d_metric: 0.516090
Train Iter: 43380	Loss_d_metric: 0.534938
Train Iter: 43400	Loss_d_metric: 0.532229
Train Iter: 43420	Loss_d_metric: 0.457948
Train Iter: 43440	Loss_d_metric: 0.581070
Train Iter: 43460	Loss_d_metric: 0.543745
Train Iter: 43480	Loss_d_metric: 0.525848
Train Iter: 43500	Loss_d_metric: 0.533021
Train Iter: 43520	Loss_d_metric: 0.491643
Train Iter: 43540	Loss_d_metric: 0.494460
Train Iter: 43560	Loss_d_metric: 0.498066
Train Iter: 43580	Loss_d_metric: 0.543360
Train Iter: 43600	Loss_d_metric: 0.559184
Train Iter: 43620	Loss_d_metric: 0.517824
Train Iter: 43640	Loss_d_metric: 0.512375
Train Iter: 43660	Loss_d_metric: 0.544103
Train Iter: 43680	Loss_d_metric: 0.580090
Train Iter: 43700	Loss_d_metric: 0.461446
Train Iter: 43720	Loss_d_metric: 0.517835
Train Iter: 43740	Loss_d_metric: 0.550394
Train Iter: 43760	Loss_d_metric: 0.534461
Train Iter: 43780	Loss_d_metric: 0.486978
Train Iter: 43800	Loss_d_metric: 0.519020
Train Iter: 43820	Loss_d_metric: 0.550840
Train Iter: 43840	Loss_d_metric: 0.535020
Train Iter: 43860	Loss_d_metric: 0.497680
Train Iter: 43880	Loss_d_metric: 0.503872
Train Iter: 43900	Loss_d_metric: 0.511445
Train Iter: 43920	Loss_d_metric: 0.495449
Train Iter: 43940	Loss_d_metric: 0.538951
Train Iter: 43960	Loss_d_metric: 0.486373
Train Iter: 43980	Loss_d_metric: 0.484675

**** TESTING WITH val ***
635 correct from 1000 	Accuracy: 63.500%)
1291 correct from 2000 	Accuracy: 64.550%)
1950 correct from 3000 	Accuracy: 65.000%)
2594 correct from 4000 	Accuracy: 64.850%)
3257 correct from 5000 	Accuracy: 65.140%)
3905 correct from 6000 	Accuracy: 65.083%)
4556 correct from 7000 	Accuracy: 65.086%)
5219 correct from 8000 	Accuracy: 65.237%)
5872 correct from 9000 	Accuracy: 65.244%)
6519 correct from 10000 	Accuracy: 65.190%)
7164 correct from 11000 	Accuracy: 65.127%)
7824 correct from 12000 	Accuracy: 65.200%)
8461 correct from 13000 	Accuracy: 65.085%)
9122 correct from 14000 	Accuracy: 65.157%)
9789 correct from 15000 	Accuracy: 65.260%)
9789 correct from 15000 	Accuracy: 65.260%)
*** TEST FINISHED ***


**** TESTING WITH test ***
643 correct from 1000 	Accuracy: 64.300%)
1283 correct from 2000 	Accuracy: 64.150%)
1951 correct from 3000 	Accuracy: 65.033%)
2611 correct from 4000 	Accuracy: 65.275%)
3276 correct from 5000 	Accuracy: 65.520%)
3920 correct from 6000 	Accuracy: 65.333%)
4575 correct from 7000 	Accuracy: 65.357%)
5233 correct from 8000 	Accuracy: 65.412%)
5855 correct from 9000 	Accuracy: 65.056%)
6539 correct from 10000 	Accuracy: 65.390%)
7154 correct from 11000 	Accuracy: 65.036%)
7808 correct from 12000 	Accuracy: 65.067%)
8434 correct from 13000 	Accuracy: 64.877%)
9088 correct from 14000 	Accuracy: 64.914%)
9746 correct from 15000 	Accuracy: 64.973%)
9746 correct from 15000 	Accuracy: 64.973%)
*** TEST FINISHED ***


**** TESTING WITH train ***
848 correct from 1000 	Accuracy: 84.800%)
1717 correct from 2000 	Accuracy: 85.850%)
2558 correct from 3000 	Accuracy: 85.267%)
2558 correct from 3000 	Accuracy: 85.267%)
*** TEST FINISHED ***

Best test accuracy 64.6800 

Train Iter: 44000	Loss_d_metric: 0.483720
Train Iter: 44020	Loss_d_metric: 0.497920
Train Iter: 44040	Loss_d_metric: 0.471108
Train Iter: 44060	Loss_d_metric: 0.497319
Train Iter: 44080	Loss_d_metric: 0.536232
Train Iter: 44100	Loss_d_metric: 0.489969
Train Iter: 44120	Loss_d_metric: 0.511646
Train Iter: 44140	Loss_d_metric: 0.473818
Train Iter: 44160	Loss_d_metric: 0.560023
Train Iter: 44180	Loss_d_metric: 0.527835
Train Iter: 44200	Loss_d_metric: 0.530548
Train Iter: 44220	Loss_d_metric: 0.508982
Train Iter: 44240	Loss_d_metric: 0.483600
Train Iter: 44260	Loss_d_metric: 0.517442
Train Iter: 44280	Loss_d_metric: 0.563513
Train Iter: 44300	Loss_d_metric: 0.523583
Train Iter: 44320	Loss_d_metric: 0.509998
Train Iter: 44340	Loss_d_metric: 0.534109
Train Iter: 44360	Loss_d_metric: 0.466698
Train Iter: 44380	Loss_d_metric: 0.515025
Train Iter: 44400	Loss_d_metric: 0.524017
Train Iter: 44420	Loss_d_metric: 0.528742
Train Iter: 44440	Loss_d_metric: 0.504783
Train Iter: 44460	Loss_d_metric: 0.547476
Train Iter: 44480	Loss_d_metric: 0.519435
Train Iter: 44500	Loss_d_metric: 0.477604
Train Iter: 44520	Loss_d_metric: 0.482247
Train Iter: 44540	Loss_d_metric: 0.523597
Train Iter: 44560	Loss_d_metric: 0.483501
Train Iter: 44580	Loss_d_metric: 0.532784
Train Iter: 44600	Loss_d_metric: 0.521995
Train Iter: 44620	Loss_d_metric: 0.529559
Train Iter: 44640	Loss_d_metric: 0.481614
Train Iter: 44660	Loss_d_metric: 0.536144
Train Iter: 44680	Loss_d_metric: 0.512824
Train Iter: 44700	Loss_d_metric: 0.534617
Train Iter: 44720	Loss_d_metric: 0.485240
Train Iter: 44740	Loss_d_metric: 0.509434
Train Iter: 44760	Loss_d_metric: 0.510464
Train Iter: 44780	Loss_d_metric: 0.513379
Train Iter: 44800	Loss_d_metric: 0.588903
Train Iter: 44820	Loss_d_metric: 0.504265
Train Iter: 44840	Loss_d_metric: 0.488607
Train Iter: 44860	Loss_d_metric: 0.467238
Train Iter: 44880	Loss_d_metric: 0.552453
Train Iter: 44900	Loss_d_metric: 0.470162
Train Iter: 44920	Loss_d_metric: 0.484892
Train Iter: 44940	Loss_d_metric: 0.539004
Train Iter: 44960	Loss_d_metric: 0.510208
Train Iter: 44980	Loss_d_metric: 0.538518
Train Iter: 45000	Loss_d_metric: 0.531983
Train Iter: 45020	Loss_d_metric: 0.515131
Train Iter: 45040	Loss_d_metric: 0.498813
Train Iter: 45060	Loss_d_metric: 0.528866
Train Iter: 45080	Loss_d_metric: 0.484702
Train Iter: 45100	Loss_d_metric: 0.532499
Train Iter: 45120	Loss_d_metric: 0.494063
Train Iter: 45140	Loss_d_metric: 0.514058
Train Iter: 45160	Loss_d_metric: 0.510665
Train Iter: 45180	Loss_d_metric: 0.512441
Train Iter: 45200	Loss_d_metric: 0.462360
Train Iter: 45220	Loss_d_metric: 0.520083
Train Iter: 45240	Loss_d_metric: 0.497007
Train Iter: 45260	Loss_d_metric: 0.553895
Train Iter: 45280	Loss_d_metric: 0.510966
Train Iter: 45300	Loss_d_metric: 0.513902
Train Iter: 45320	Loss_d_metric: 0.473047
Train Iter: 45340	Loss_d_metric: 0.507763
Train Iter: 45360	Loss_d_metric: 0.443613
Train Iter: 45380	Loss_d_metric: 0.498413
Train Iter: 45400	Loss_d_metric: 0.490700
Train Iter: 45420	Loss_d_metric: 0.506300
Train Iter: 45440	Loss_d_metric: 0.494039
Train Iter: 45460	Loss_d_metric: 0.473430
Train Iter: 45480	Loss_d_metric: 0.477221
Train Iter: 45500	Loss_d_metric: 0.536902
Train Iter: 45520	Loss_d_metric: 0.477857
Train Iter: 45540	Loss_d_metric: 0.459376
Train Iter: 45560	Loss_d_metric: 0.489339
Train Iter: 45580	Loss_d_metric: 0.485692
Train Iter: 45600	Loss_d_metric: 0.481107
Train Iter: 45620	Loss_d_metric: 0.459474
Train Iter: 45640	Loss_d_metric: 0.495181
Train Iter: 45660	Loss_d_metric: 0.500151
Train Iter: 45680	Loss_d_metric: 0.494691
Train Iter: 45700	Loss_d_metric: 0.555412
Train Iter: 45720	Loss_d_metric: 0.513738
Train Iter: 45740	Loss_d_metric: 0.499815
Train Iter: 45760	Loss_d_metric: 0.500965
Train Iter: 45780	Loss_d_metric: 0.591829
Train Iter: 45800	Loss_d_metric: 0.510596
Train Iter: 45820	Loss_d_metric: 0.467416
Train Iter: 45840	Loss_d_metric: 0.503055
Train Iter: 45860	Loss_d_metric: 0.532318
Train Iter: 45880	Loss_d_metric: 0.490539
Train Iter: 45900	Loss_d_metric: 0.487567
Train Iter: 45920	Loss_d_metric: 0.524905
Train Iter: 45940	Loss_d_metric: 0.556744
Train Iter: 45960	Loss_d_metric: 0.546132
Train Iter: 45980	Loss_d_metric: 0.499846

**** TESTING WITH val ***
661 correct from 1000 	Accuracy: 66.100%)
1308 correct from 2000 	Accuracy: 65.400%)
1965 correct from 3000 	Accuracy: 65.500%)
2634 correct from 4000 	Accuracy: 65.850%)
3297 correct from 5000 	Accuracy: 65.940%)
3936 correct from 6000 	Accuracy: 65.600%)
4585 correct from 7000 	Accuracy: 65.500%)
5257 correct from 8000 	Accuracy: 65.713%)
5879 correct from 9000 	Accuracy: 65.322%)
6519 correct from 10000 	Accuracy: 65.190%)
7162 correct from 11000 	Accuracy: 65.109%)
7832 correct from 12000 	Accuracy: 65.267%)
8505 correct from 13000 	Accuracy: 65.423%)
9159 correct from 14000 	Accuracy: 65.421%)
9821 correct from 15000 	Accuracy: 65.473%)
9821 correct from 15000 	Accuracy: 65.473%)
*** TEST FINISHED ***


**** TESTING WITH test ***
665 correct from 1000 	Accuracy: 66.500%)
1341 correct from 2000 	Accuracy: 67.050%)
2010 correct from 3000 	Accuracy: 67.000%)
2675 correct from 4000 	Accuracy: 66.875%)
3337 correct from 5000 	Accuracy: 66.740%)
3991 correct from 6000 	Accuracy: 66.517%)
4639 correct from 7000 	Accuracy: 66.271%)
5280 correct from 8000 	Accuracy: 66.000%)
5918 correct from 9000 	Accuracy: 65.756%)
6565 correct from 10000 	Accuracy: 65.650%)
7222 correct from 11000 	Accuracy: 65.655%)
7864 correct from 12000 	Accuracy: 65.533%)
8547 correct from 13000 	Accuracy: 65.746%)
9207 correct from 14000 	Accuracy: 65.764%)
9861 correct from 15000 	Accuracy: 65.740%)
9861 correct from 15000 	Accuracy: 65.740%)
*** TEST FINISHED ***


**** TESTING WITH train ***
862 correct from 1000 	Accuracy: 86.200%)
1719 correct from 2000 	Accuracy: 85.950%)
2590 correct from 3000 	Accuracy: 86.333%)
2590 correct from 3000 	Accuracy: 86.333%)
*** TEST FINISHED ***

Best test accuracy 64.6800 

Train Iter: 46000	Loss_d_metric: 0.521454
Train Iter: 46020	Loss_d_metric: 0.467293
Train Iter: 46040	Loss_d_metric: 0.475239
Train Iter: 46060	Loss_d_metric: 0.537306
Train Iter: 46080	Loss_d_metric: 0.514736
Train Iter: 46100	Loss_d_metric: 0.484798
Train Iter: 46120	Loss_d_metric: 0.538361
Train Iter: 46140	Loss_d_metric: 0.528844
Train Iter: 46160	Loss_d_metric: 0.503370
Train Iter: 46180	Loss_d_metric: 0.512850
Train Iter: 46200	Loss_d_metric: 0.521265
Train Iter: 46220	Loss_d_metric: 0.491847
Train Iter: 46240	Loss_d_metric: 0.523005
Train Iter: 46260	Loss_d_metric: 0.491403
Train Iter: 46280	Loss_d_metric: 0.532495
Train Iter: 46300	Loss_d_metric: 0.480758
Train Iter: 46320	Loss_d_metric: 0.516801
Train Iter: 46340	Loss_d_metric: 0.536915
Train Iter: 46360	Loss_d_metric: 0.535416
Train Iter: 46380	Loss_d_metric: 0.514317
Train Iter: 46400	Loss_d_metric: 0.510027
Train Iter: 46420	Loss_d_metric: 0.519472
Train Iter: 46440	Loss_d_metric: 0.468696
Train Iter: 46460	Loss_d_metric: 0.511236
Train Iter: 46480	Loss_d_metric: 0.514033
Train Iter: 46500	Loss_d_metric: 0.493433
Train Iter: 46520	Loss_d_metric: 0.445066
Train Iter: 46540	Loss_d_metric: 0.525044
Train Iter: 46560	Loss_d_metric: 0.498051
Train Iter: 46580	Loss_d_metric: 0.524719
Train Iter: 46600	Loss_d_metric: 0.572396
Train Iter: 46620	Loss_d_metric: 0.462397
Train Iter: 46640	Loss_d_metric: 0.481425
Train Iter: 46660	Loss_d_metric: 0.503406
Train Iter: 46680	Loss_d_metric: 0.526606
Train Iter: 46700	Loss_d_metric: 0.509115
Train Iter: 46720	Loss_d_metric: 0.475852
Train Iter: 46740	Loss_d_metric: 0.492025
Train Iter: 46760	Loss_d_metric: 0.462009
Train Iter: 46780	Loss_d_metric: 0.499146
Train Iter: 46800	Loss_d_metric: 0.480798
Train Iter: 46820	Loss_d_metric: 0.504926
Train Iter: 46840	Loss_d_metric: 0.488500
Train Iter: 46860	Loss_d_metric: 0.458932
Train Iter: 46880	Loss_d_metric: 0.488398
Train Iter: 46900	Loss_d_metric: 0.488366
Train Iter: 46920	Loss_d_metric: 0.464962
Train Iter: 46940	Loss_d_metric: 0.455462
Train Iter: 46960	Loss_d_metric: 0.503666
Train Iter: 46980	Loss_d_metric: 0.551894
Train Iter: 47000	Loss_d_metric: 0.526888
Train Iter: 47020	Loss_d_metric: 0.478089
Train Iter: 47040	Loss_d_metric: 0.452515
Train Iter: 47060	Loss_d_metric: 0.497429
Train Iter: 47080	Loss_d_metric: 0.480594
Train Iter: 47100	Loss_d_metric: 0.432930
Train Iter: 47120	Loss_d_metric: 0.435037
Train Iter: 47140	Loss_d_metric: 0.488511
Train Iter: 47160	Loss_d_metric: 0.488675
Train Iter: 47180	Loss_d_metric: 0.505576
Train Iter: 47200	Loss_d_metric: 0.552559
Train Iter: 47220	Loss_d_metric: 0.498880
Train Iter: 47240	Loss_d_metric: 0.503016
Train Iter: 47260	Loss_d_metric: 0.556813
Train Iter: 47280	Loss_d_metric: 0.424994
Train Iter: 47300	Loss_d_metric: 0.521628
Train Iter: 47320	Loss_d_metric: 0.506178
Train Iter: 47340	Loss_d_metric: 0.498889
Train Iter: 47360	Loss_d_metric: 0.481032
